SIGHTINGDATE,LAT,LON,Presence,Season,SOURCE,SOURCE_DETAIL,PACKAGE_ID,SST_Celsius,Frontal_Value,Chlorophyll_mg_m3,Salinity_PSU,Water_Mass_M_WK,SST_is_observed,Frontal_is_observed,Chlorophyll_is_observed,Salinity_is_observed,Water_Mass_is_observed,Any_env_missing,Year,Month,DayOfYear,Month_sin,Month_cos
2020-01-06,42.4709883,-70.2423467,0,Winter,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_07_northatlanticrightwhale_1d,7.183342777777778,0.26770966,0.2213200333333333,34.445008,325.0,1,1,1,1,1,0,2020,1,6,0.4999999999999999,0.8660254037844387
2019-03-27,42.25539,-70.178843,1,Spring,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_02_northatlanticrightwhale_1d,3.923580588888888,0.0,0.3774174920000001,34.648551499999996,248.0,1,1,1,0,1,1,2019,3,86,1.0,6.123233995736766e-17
2019-04-15,42.2554067,-70.17901,1,Spring,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_03_northatlanticrightwhale_1d,5.245459611111111,0.4885109204545454,1.161436659,34.648551499999996,209.8709677419355,1,1,1,0,1,1,2019,4,105,0.8660254037844387,-0.4999999999999998
2020-03-11,42.255235,-70.1796283,1,Spring,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_08_northatlanticrightwhale_1d,5.854197166666666,0.60590535,0.5737416586363636,36.386124,278.90909090909093,1,1,1,1,1,0,2020,3,71,1.0,6.123233995736766e-17
2019-05-11,31.36749,-80.895,0,Spring,Acoustic,SanctSound/NOAA daily product,sanctsound_gr03_02_northatlanticrightwhale_1d,23.634161888888887,1.3407239666666664,0.5760373771428571,34.648551499999996,114.73333333333332,1,1,1,0,1,1,2019,5,131,0.4999999999999999,-0.8660254037844387
2020-04-16,42.254995,-70.17908,1,Spring,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_09_northatlanticrightwhale_1d,6.199595122222222,0.1053436971764705,0.37186050375,33.73947,141.30434782608697,1,1,1,1,1,0,2020,4,107,0.8660254037844387,-0.4999999999999998
2019-07-29,42.2554283,-70.179015,0,Summer,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_04_northatlanticrightwhale_1d,20.76033866666667,0.124950415,0.5469721203333333,31.886713,211.8,1,1,1,1,1,0,2019,7,210,-0.4999999999999998,-0.8660254037844388
2020-01-29,42.4369383,-70.54587,1,Winter,Acoustic,SanctSound/NOAA daily product,sanctsound_sb01_07_northatlanticrightwhale_1d,5.142940933333333,0.407101152,1.4956222633333334,34.648551499999996,250.76666666666668,1,1,1,0,1,1,2020,1,29,0.4999999999999999,0.8660254037844387
2020-04-07,42.470708,-70.242457,1,Spring,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_09_northatlanticrightwhale_1d,6.478386755555555,0.388926802,0.80254136,36.566086,175.4857142857143,1,1,1,1,1,0,2020,4,98,0.8660254037844387,-0.4999999999999998
2021-01-20,31.396417,-80.8904,1,Winter,Acoustic,SanctSound/NOAA daily product,sanctsound_gr01_05_northatlanticrightwhale_1d,13.138939833333332,0.0,1.878615406666667,34.648551499999996,72.0,1,1,1,0,1,1,2021,1,20,0.4999999999999999,0.8660254037844387
2020-09-28,42.47083,-70.242287,0,Fall,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_12_northatlanticrightwhale_1d,15.784108611111114,0.0,0.288434375,31.836175,38.0,1,1,1,1,1,0,2020,9,272,-1.0,-1.8369701987210294e-16
2018-11-17,42.470793,-70.24294,1,Fall,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_01_northatlanticrightwhale_1d,9.979967,0.33117213,1.0310380006666664,34.648551499999996,38.0,1,1,1,0,1,1,2018,11,321,-0.5000000000000004,0.8660254037844384
2020-12-19,31.396417,-80.8904,0,Winter,Acoustic,SanctSound/NOAA daily product,sanctsound_gr01_05_northatlanticrightwhale_1d,16.205868111111112,0.504327316,1.849763613333333,38.5446265,119.56,1,1,1,1,1,0,2020,12,354,-2.4492935982947064e-16,1.0
2020-04-21,42.437243,-70.54595,1,Spring,Acoustic,SanctSound/NOAA daily product,sanctsound_sb01_09_northatlanticrightwhale_1d,6.216976555555556,0.0,4.422644709999999,33.829192500000005,248.0,1,1,1,1,1,0,2020,4,112,0.8660254037844387,-0.4999999999999998
