DATE_KEY,LAT_KEY,LON_KEY,SST_Celsius,Frontal_Value,Chlorophyll_mg_m3,Salinity_PSU,Water_Mass_M_WK,SST_source,Frontal_source,Chlorophyll_source,Salinity_source
2003-09-27,43.24,-69.99,16.187856714285715,0.0,1.2752475000000003,,72.0,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2010-08-26,42.64,-69.96,18.3274995,0.1607934543333333,0.9997443800000002,,71.7,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2014-10-28,30.85,-81.26,24.315499599999995,0.0,3.752399856666666,,45.0,VIIRS_NWATL.sst,MODIS_AQUA_3_day.M_WK_G,VIIRS_NWATL.chl_oc3,
2008-07-06,42.25,-70.3,17.154999,0.0840508528571428,0.856729318,,72.0,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2002-11-17,41.91,-70.36,10.87214262857143,0.1040049525714285,4.343329685714285,,40.91428571428571,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2015-11-01,41.3,-68.73,16.254999785714283,0.1278395214285714,1.92580005,,70.13793103448276,VIIRS_NWATL.sst,MODIS_AQUA_3_day.M_WK_G,VIIRS_NWATL.chl_oc3,
2012-07-01,42.22,-69.4,20.46183306666667,0.18643836,0.5501715433333333,,43.07407407407408,VIIRS_NWATL.sst,MODIS_AQUA_3_day.M_WK_G,VIIRS_NWATL.chl_oc3,
2009-08-22,30.69,-81.37,28.2476663,1.6175629299999998,3.98938039,,274.8666666666667,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2005-05-26,44.3,-66.36,2.865,,,,,MODIS_AQUA_3_day.sst,,,
2014-09-13,29.95,-81.23,29.335,0.5824085555555555,1.4556117,,55.583333333333336,VIIRS_NWATL.sst,MODIS_AQUA_3_day.M_WK_G,VIIRS_NWATL.chl_oc3,
2006-10-26,31.43,-81.02,24.250399599999994,0.0,3.18711622,,45.0,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2010-04-22,47.76,-63.91,2.21314278,0.0,0.8882699985714286,,248.0,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2008-08-29,41.63,-69.71,19.771714085714287,0.0,0.560142449142857,,71.0,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
